docid,section,sentenceid,subject_text,subject_type,object_text,object_type,relation
16040903,ti,1,breast,bpoc,MR imaging,diap,LOCATION_OF
16040903,ab,4,lesion,fndg,patients,humn,PROCESS_OF
16040903,ab,7,radiologists,prog,patient,podg,TREATS
16040903,ab,10,invasive carcinomas,neop,lesions,fndg,ISA
16040903,ab,13,breast,bpoc,lesions,fndg,LOCATION_OF
16436670,ab,1,B-cell,cell,lymphoproliferative disease,neop,LOCATION_OF
16436670,ab,1,Hairy cell leukemia,neop,lymphoproliferative disease,neop,ISA
16436670,ab,1,tumor cells,cell,lymphoproliferative disease,neop,LOCATION_OF
16436670,ab,2,IFN)-alpha,aapp,interferon,aapp,ISA
16436670,ab,2,interferon,aapp,disease,dsyn,AFFECTS
16436670,ab,4,IFN-alpha,aapp,cytoskeletal       organization,celf,AFFECTS
16436670,ab,4,hairy cells,cell,cytoskeletal       organization,celf,LOCATION_OF
16436670,ab,5,IFN-alpha,aapp,GTPase,gngm,STIMULATES
16436670,ab,7,treatment,topp,IFN-alpha,aapp,USES
16436670,ab,7,IFN-alpha,aapp,treatment,topp,ISA
16436670,ab,7,hairy cells,cell,RhoA,aapp,LOCATION_OF
16436670,ab,9,IFN-alpha,aapp,hairy cell leukemia,neop,AFFECTS
16643848,ab,1,U-87MG cells,cell,phosphoinositide 3 kinase,aapp,LOCATION_OF
16643848,ab,2,induction,topp,transcriptional,genf,AFFECTS
16823322,ti,1,choroid plexus,bpoc,vascular       malformation,cgab,LOCATION_OF
16823322,ti,1,cerebral aqueduct,bsoj,vascular       malformation,cgab,LOCATION_OF
16823322,ab,1,choroid plexus,bpoc,vascular malformation,cgab,LOCATION_OF
16823322,ab,1,cerebral aqueduct,bsoj,vascular malformation,cgab,LOCATION_OF
16823322,ab,3,head,blor,scan,diap,LOCATION_OF
16823322,ab,4,cerebral       aqueduct,bsoj,third ventricle,bsoj,LOCATION_OF
16823322,ab,4,third ventricle,bsoj,magnetic resonance imaging scans,diap,LOCATION_OF
16823322,ab,5,third ventricle,bsoj,vascular malformation,cgab,LOCATION_OF
16823322,ab,8,Choroid plexus,bpoc,vascular       malformations,cgab,LOCATION_OF
16823322,ab,9,intraventricular,blor,lesions,fndg,LOCATION_OF
16284524,ab,4,nucleotide sequence,nusq,individual's,humn,PART_OF
16284524,ab,9,TDR,biof,individuals,humn,PROCESS_OF
16284524,ab,11,TDR,biof,individuals,humn,PROCESS_OF
16877310,ti,1,cells,cell,diminazene,orch,LOCATION_OF
16877310,ti,1,organs,bpoc,diminazene,orch,LOCATION_OF
16877310,ab,1,cells,cell,diminazene,orch,LOCATION_OF
16877310,ab,4,organs,bpoc,murine,mamm,PART_OF
16877310,ab,4,white blood cells,cell,diminazene,orch,LOCATION_OF
16877310,ab,4,organs,bpoc,diminazene,orch,LOCATION_OF
16230392,ti,1,prostaglandin E2,eico,skin tumor,neop,DISRUPTS
16230392,ab,1,membrane receptor,rcpt,PGE2,eico,INTERACTS_WITH
16230392,ab,2,mammary gland,bpoc,mouse,mamm,PART_OF
16230392,ab,2,EP2,gngm,tumorigenesis,neop,AFFECTS
16230392,ab,2,colon,bpoc,tumorigenesis,neop,LOCATION_OF
16230392,ab,2,mammary gland,bpoc,tumorigenesis,neop,LOCATION_OF
16230392,ab,3,EP2,gngm,skin tumors,neop,ASSOCIATED_WITH
16230392,ab,4,skin carcinogenesis,neop,mouse,mamm,PROCESS_OF
16230392,ab,4,EP2,gngm,skin carcinogenesis,neop,ASSOCIATED_WITH
16230392,ab,6,keratinocytes,cell,cellular       proliferation,celf,LOCATION_OF
16230392,ab,6,cellular       proliferation,celf,mice,mamm,PROCESS_OF
16230392,ab,7,TPA,hops,treatment,topp,ISA
16230392,ab,7,treatment,topp,TPA,phsu,USES
16230392,ab,8,inflammatory response,patf,knockout mice,mamm,PROCESS_OF
16230392,ab,9,PGE2,eico,treatment,topp,ISA
16230392,ab,9,treatment,topp,PGE2,phsu,USES
16230392,ab,9,PGE2,horm,knockout mice,mamm,TREATS
16230392,ab,11,PGE2,eico,skin tumor,neop,AFFECTS
16272824,ab,2,atopic dermatitis,dsyn,diseases,dsyn,ISA
16272824,ab,5,Compound 48/80,orch,histamine,nsba,STIMULATES
16272824,ab,7,enzyme-linked       immunosorbent assay,lbpr,supernatants,bdsu,MEASURES
16272824,ab,7,supernatants,bdsu,IL-6,aapp,LOCATION_OF
16272824,ab,7,supernatants,bdsu,interleukin-8,aapp,LOCATION_OF
16272824,ab,7,supernatants,bdsu,tumor necrosis factor-alpha,aapp,LOCATION_OF
16272824,ab,9,mast cells,cell,histamine release,celf,LOCATION_OF
16272824,ab,10,Compound 48/80,orch,ear swelling,sosy,CAUSES
16272824,ab,12,human       mast cell line,cell,IL-6,aapp,LOCATION_OF
16272824,ab,12,human       mast cell line,cell,IL-8,aapp,LOCATION_OF
16272824,ab,12,human       mast cell line,cell,TNF-alpha,aapp,LOCATION_OF
16272824,ab,14,AD,dsyn,diseases,dsyn,ISA
16272824,ab,14,diseases,dsyn,atopic allergic reaction,patf,AFFECTS
15561572,ab,2,familial hypercholesterolemia,dsyn,patients,humn,PROCESS_OF
15561572,ab,2,hepatocytes,cell,patients,humn,PART_OF
15561572,ab,2,genetic disease,dsyn,atherosclerosis,dsyn,CAUSES
15561572,ab,3,LDLR,aapp,targeted cells,cell,ADMINISTERED_TO
15561572,ab,4,fluorescence       microscopy,lbpr,magnetic resonance imaging,diap,METHOD_OF
15561572,ab,9,B16 melanoma,neop,mice,mamm,PROCESS_OF
15561572,ab,9,B16 melanoma,emod,tumor,neop,COEXISTS_WITH
15561572,ab,10,liver,bpoc,C57BL/6 mouse,mamm,PART_OF
15561572,ab,10,uptake,phsf,liver,bpoc,PROCESS_OF
15561572,ab,10,uptake,phsf,liver,bpoc,PROCESS_OF
16332961,ti,1,aging,orgf,reactive       oxygen species,bacs,PRODUCES
16332961,ab,1,cell,cell,reactive oxygen species,elii,LOCATION_OF
16332961,ab,2,mitochondria,celc,respiratory chain,moft,LOCATION_OF
16332961,ab,2,mtDNA,bacs,degenerative diseases,dsyn,ASSOCIATED_WITH
16332961,ab,2,aging,orgf,ROS,bacs,PRODUCES
16332961,ab,3,respiratory chain function,phsf,ROS,bacs,PRODUCES
16332961,ab,4,polymerase,aapp,premature aging,dsyn,ASSOCIATED_WITH
16332961,ab,6,cell death,celf,ROS,bacs,AFFECTS
16332961,ab,7,protein       carbonylation,moft,tissues,tisu,PROCESS_OF
16332961,ab,8,premature aging,dsyn,mice,mamm,PROCESS_OF
16332961,ab,9,premature       aging,dsyn,mice,mamm,PROCESS_OF
16625528,ti,1,Replacement arthroplasty,topp,internal fixation,topp,compared_with
16625528,ti,1,internal fixation,topp,adults,aggp,TREATS
16625528,ti,1,Replacement arthroplasty,topp,adults,aggp,TREATS
16625528,ab,1,Internal fixation,topp,hip       fractures,inpo,TREATS
16625528,ab,2,arthroplasty,topp,fractures,inpo,TREATS
16625528,ab,3,internal fixation,topp,treatment,topp,METHOD_OF
16625528,ab,3,replacement arthroplasty,topp,treatment,topp,METHOD_OF
16625528,ab,3,replacement arthroplasty,topp,internal fixation,topp,compared_with
16625528,ab,3,treatment,topp,adults,aggp,TREATS
16625528,ab,5,hip fracture,inpo,adults,humn,PROCESS_OF
16625528,ab,5,replacement arthroplasty,topp,implant,medd,compared_with
16625528,ab,5,implant,medd,adults,humn,TREATS
16625528,ab,5,replacement arthroplasty,topp,adults,humn,TREATS
16625528,ab,11,hip,bpoc,screw,medd,LOCATION_OF
16625528,ab,11,arthroplasty,topp,screw,medd,compared_with
16625528,ab,16,interventions,hlca,complications,patf,TREATS
16625528,ab,18,internal fixation,topp,hip fractures,inpo,TREATS
16625528,ab,19,arthroplasty,topp,unstable fractures,inpo,TREATS
16625528,ab,19,internal fixation,topp,unstable fractures,inpo,TREATS
16625528,ab,19,arthroplasty,topp,internal fixation,topp,compared_with
16338777,ti,1,pelvic inflammatory disease,dsyn,women,humn,PROCESS_OF
16338777,ab,1,pelvic       inflammatory disease,dsyn,women,humn,PROCESS_OF
16338777,ab,2,acute PID,dsyn,women,humn,PROCESS_OF
16338777,ab,5,PID,dsyn,microbes,orgm,ASSOCIATED_WITH
16338777,ab,5,PID,dsyn,microbes,orgm,ASSOCIATED_WITH
16338777,ab,6,PID,dsyn,microbes,orgm,ASSOCIATED_WITH
16338777,ab,8,PID,dsyn,microbes,orgm,ASSOCIATED_WITH
16498946,ab,1,glucuronyltransferase,gngm,2q37,nusq,PART_OF
16498946,ab,5,Gilbert's syndrome,dsyn,Asian,humn,PROCESS_OF
16498946,ab,6,high       performance liquid chromatography,lbpr,Gilbert's syndrome,dsyn,DIAGNOSES
16440178,ab,1,epithelium,tisu,uterine,bpoc,PART_OF
16440178,ab,1,secretion,celf,pregnancy,orgf,COEXISTS_WITH
16440178,ab,4,oestradiol,phsu,fluid secretion,phsf,CAUSES
16440178,ab,6,RU486,phsu,anti-progestin,phsu,ISA
16311763,ti,1,coronary artery disease,dsyn,patients,humn,PROCESS_OF
16311763,ti,1,skeletal muscle,tisu,patients,humn,PART_OF
16311763,ab,2,transcript,nnon,muscle mitochondria,celc,AFFECTS
16311763,ab,2,transcript,nnon,myofibrils,celc,AFFECTS
16311763,ab,4,Transcript,nnon,biogenesis,npop,AFFECTS
16311763,ab,11,transcript,nnon,medication,phsu,INTERACTS_WITH
16311763,ab,12,training,edac,muscle hypertrophy,fndg,AFFECTS
16311763,ab,12,muscle hypertrophy,fndg,patients,humn,PROCESS_OF
15948171,ab,2,colorectal carcinoma,neop,cohort,humn,PROCESS_OF
15948171,ab,4,colectomy,topp,women,popg,TREATS
15948171,ab,4,hysterectomy,topp,women,popg,TREATS
15948171,ab,4,bilateral oophorectomy,topp,women,popg,TREATS
15948171,ab,5,screening,hlca,colonoscopic,diap,USES
16372122,ab,1,diabetes mellitus,dsyn,patients,humn,PROCESS_OF
16372122,ab,1,Peyronie's disease,dsyn,patients,humn,PROCESS_OF
16372122,ab,2,PD,dsyn,men,humn,PROCESS_OF
16372122,ab,3,penile,bpoc,deformities,cgab,LOCATION_OF
16372122,ab,3,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,3,DM,dsyn,patients,humn,PROCESS_OF
16372122,ab,3,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,3,Clinical characteristics,clna,vascular diseases,dsyn,PREDISPOSES
16372122,ab,4,DM,dsyn,men,humn,PROCESS_OF
16372122,ab,4,sexual dysfunction,dsyn,men,humn,PROCESS_OF
16372122,ab,4,PD,dsyn,men,popg,OCCURS_IN
16372122,ab,5,diabetic,fndg,patients,humn,PROCESS_OF
16372122,ab,5,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,7,penile,bpoc,deformity,anab,LOCATION_OF
16372122,ab,7,diabetic,fndg,patients,humn,PROCESS_OF
16372122,ab,7,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,9,penile,bpoc,deformities,cgab,LOCATION_OF
16372122,ab,10,DM,dsyn,patients,humn,PROCESS_OF
16372122,ab,10,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,10,injection,topp,patients,podg,TREATS
16372122,ab,11,DM,dsyn,PD,dsyn,COEXISTS_WITH
16372122,ab,12,Diabetic,fndg,patients,humn,PROCESS_OF
16372122,ab,12,PD,dsyn,patients,humn,PROCESS_OF
16372122,ab,13,diabetic,fndg,men,humn,PROCESS_OF
16372122,ab,13,DM,dsyn,PD,dsyn,CAUSES
16338878,ti,1,hydrometrocolpos,dsyn,peritonitis,dsyn,COEXISTS_WITH
16338878,ab,1,reflux,patf,peritonitis,dsyn,CAUSES
16338878,ab,1,hydrometrocolpos,dsyn,peritonitis,dsyn,CAUSES
16338878,ab,1,vaginal atresia,cgab,peritonitis,dsyn,CAUSES
16338878,ab,3,corpus callosum,bpoc,hypoplasia,patf,LOCATION_OF
16899102,ti,1,treatment,topp,dogs,mamm,TREATS
16899102,ab,2,beagle,mamm,dogs,mamm,ISA
16597919,ti,1,interleukin-1beta,aapp,monocyte chemoattractant protein-1,gngm,STIMULATES
16597919,ti,1,Calcitonin gene-related peptide,aapp,monocyte chemoattractant protein-1,aapp,INHIBITS
16597919,ab,1,alveolar epithelial type       II (AEII) cells,cell,chemokines,aapp,PRODUCES
16597919,ab,2,calcitonin gene-related peptide,aapp,neuropeptide,aapp,ISA
16597919,ab,2,AEII cells,cell,calcitonin gene-related peptide,aapp,PRODUCES
16597919,ab,3,IL-1beta,aapp,monocyte chemoattractant protein (MCP)-1,gngm,STIMULATES
16597919,ab,4,MCP-1,aapp,CGRP,aapp,INHIBITS
16597919,ab,5,IL-1beta,aapp,MCP-1,gngm,STIMULATES
16597919,ab,5,hCGRP,aapp,mRNA,bacs,INHIBITS
16597919,ab,5,CGRP,aapp,mRNA,bacs,INHIBITS
16597919,ab,5,MCP-1,aapp,mRNA,bacs,INHIBITS
16597919,ab,5,MCP-1,aapp,mRNA,bacs,INHIBITS
16597919,ab,6,IL-1beta,aapp,MCP-1,gngm,STIMULATES
16597919,ab,6,CGRP,aapp,MCP-1,aapp,INHIBITS
16597919,ab,7,CGRP,aapp,NF-kappaB,aapp,INHIBITS
16597919,ab,8,IL-1beta,aapp,reactive oxygen species,bacs,STIMULATES
16597919,ab,8,CGRP,aapp,reactive oxygen species,bacs,INHIBITS
16597919,ab,9,cAMP,gngm,intracellular,celc,PART_OF
16597919,ab,9,IL-1beta,aapp,ROS,bacs,STIMULATES
16597919,ab,9,analogs,chvs,cAMP,aapp,INTERACTS_WITH
16531984,ti,1,ESRD,dsyn,patients,humn,PROCESS_OF
16531984,ti,1,N-3 PUFAs,phsu,oxidative stress,comd,PREVENTS
16531984,ti,1,oxidative stress,comd,patients,humn,PROCESS_OF
16531984,ab,2,end-stage renal disease,dsyn,patients,humn,PROCESS_OF
16531984,ab,2,Lox,aapp,peripheral blood mononuclear       cells,cell,STIMULATES
16531984,ab,2,peripheral blood mononuclear       cells,cell,patients,humn,PART_OF
16531984,ab,3,n-3 polyunsaturated fatty acids,bacs,coronary       heart disease,dsyn,ASSOCIATED_WITH
16531984,ab,5,ESRD,dsyn,patients,humn,PROCESS_OF
16531984,ab,7,LTB,aapp,Lox,aapp,INTERACTS_WITH
16531984,ab,9,vitamin E,lipd,Lox,gngm,INHIBITS
16531984,ab,10,ESRD,dsyn,patients,humn,PROCESS_OF
16531984,ab,10,PBMCs,cell,apoptosis,celf,LOCATION_OF
16531984,ab,10,apoptosis,celf,patients,humn,PROCESS_OF
16531984,ab,11,ESRD,dsyn,patients,humn,PROCESS_OF
16531984,ab,11,PBMCs,cell,patients,humn,PART_OF
17182661,ab,1,Lobular neoplasia,neop,lesion,fndg,ISA
17182661,ab,1,biopsy specimens,tisu,Lobular neoplasia,neop,LOCATION_OF
16328359,ab,1,teeth,bpoc,teleost fish,fish,PART_OF
16328359,ab,1,study,resa,light microscope,medd,USES
16328359,ab,2,anti-actin polyclonal antibody,aapp,anti-rabbit IgG,aapp,INTERACTS_WITH
16328359,ab,4,direction,spco,odontoclasts,cell,LOCATION_OF
16328359,ab,6,actin,gngm,Chinook salmon,fish,PART_OF
16606611,ab,1,locus control       region,bacs,globin,aapp,INTERACTS_WITH
16606611,ab,1,transcription factors,aapp,globin,aapp,INTERACTS_WITH
16606611,ab,2,LCR,bacs,individual,humn,PART_OF
16606611,ab,4,globin,aapp,adult,humn,PART_OF
16606611,ab,5,globin,aapp,adult,humn,PART_OF
16606611,ab,5,cells,cell,globin,aapp,LOCATION_OF
16606611,ab,7,LCR,bacs,globin,aapp,INTERACTS_WITH
16606611,ab,7,erythroid transcription       factor,aapp,globin,aapp,INTERACTS_WITH
16020163,ti,1,suicidality,fndg,persons,humn,PROCESS_OF
16020163,ab,1,suicidality,fndg,individuals,humn,PROCESS_OF
16020163,ab,1,psychiatric problems,mobd,individuals,humn,PROCESS_OF
16020163,ab,2,men,popg,adult,aggp,ISA
16020163,ab,2,suicide,inpo,Black,humn,PROCESS_OF
16020163,ab,5,well-being,fndg,suicidal ideation,fndg,PREDISPOSES
16160855,ab,1,muscle,tisu,reinnervation,ortf,LOCATION_OF
16160855,ab,2,cutting,topp,Denervation,topp,METHOD_OF
16160855,ab,4,muscle,tisu,SOL,bpoc,PART_OF
16160855,ab,4,muscle,tisu,nerve crush,topp,LOCATION_OF
16160855,ab,6,fibre,tisu,individual,humn,PART_OF
16160855,ab,11,muscle,tisu,soleus,bpoc,PART_OF
15818416,ti,1,cardiolipin,lipd,tBid,gngm,INTERACTS_WITH
15818416,ab,1,Bid,gngm,cytosolic,celc,PART_OF
15818416,ab,1,mitochondria,celc,Bid,aapp,LOCATION_OF
15818416,ab,2,homeostasis,orgf,bioenergetic,orgf,ISA
15818416,ab,3,adenosine diphosphate,nnon,phosphorylation,moft,AUGMENTS
15818416,ab,3,adenosine diphosphate,nnon,respiration,phsf,AUGMENTS
15818416,ab,5,mitochondrial membranes,celc,cardiolipin,lipd,LOCATION_OF
15818416,ab,6,cardiolipin,lipd,tBid,gngm,INTERACTS_WITH
15818416,ab,7,mitochondria,celc,yeast,fngs,PART_OF
15818416,ab,7,ATP,aapp,respiration,phsf,AFFECTS
15818416,ab,7,ADP,nnon,respiration,phsf,AUGMENTS
15872117,ti,1,DNA-binding,genf,nuclear factor-kappa B,gngm,PROCESS_OF
15872117,ti,1,diterpenoids,orch,DNA-binding,genf,DISRUPTS
15872117,ab,1,inhibitors,chvf,cancer,neop,TREATS
15872117,ab,1,inhibitors,chvf,autoimmune,patf,TREATS
15872117,ab,1,inhibitors,chvf,inflammatory diseases,dsyn,TREATS
15872117,ab,2,oridonin,bacs,diterpenoids,orch,ISA
15872117,ab,5,diterpenoids,orch,DNA-binding,genf,DISRUPTS
15872117,ab,6,Oridonin,orch,IkappaB-alpha,aapp,INTERACTS_WITH
15872117,ab,6,ponicidin,orch,IkappaB-alpha,aapp,INTERACTS_WITH
15872117,ab,10,diterpenoids,orch,app,gngm,INHIBITS
15872117,ab,11,sequences,nnon,transcription factor,aapp,INTERACTS_WITH
15872117,ab,11,p65,gngm,DNA       binding,genf,LOCATION_OF
15872117,ab,11,p50,aapp,DNA       binding,genf,LOCATION_OF
16126188,ab,4,plasma,bdsu,maternal,humn,PART_OF
16126188,ab,4,plasma,bdsu,DNA,bacs,LOCATION_OF
16126188,ab,7,plasma,bdsu,RNA,bacs,LOCATION_OF
16126188,ab,7,plasma,bdsu,cancer       patients,humn,PART_OF
16126188,ab,8,plasma,bdsu,maternal,humn,PART_OF
16126188,ab,8,plasma,bdsu,RNA,bacs,LOCATION_OF
16126188,ab,11,patients,humn,urine,bdsu,LOCATION_OF
16126188,ab,11,body fluids,bdsu,DNA,bacs,LOCATION_OF
16126188,ab,11,plasma,bdsu,DNA,bacs,LOCATION_OF
16126188,ab,11,plasma,bdsu,RNA,bacs,LOCATION_OF
16126188,ab,11,serum,bdsu,RNA,bacs,LOCATION_OF
16126188,ab,11,serum,bdsu,DNA,bacs,LOCATION_OF
16172797,ti,1,breast,bpoc,High grade primary breast lymphoma,neop,LOCATION_OF
16172797,ab,1,lymphomas,neop,neoplasm,neop,ISA
16172797,ab,4,treatment,topp,patients,podg,TREATS
16172797,ab,4,chemotherapy,topp,radiotherapy,topp,PRECEDES
16172797,ab,4,chemotherapy,topp,regimens,topp,PRECEDES
16172797,ab,6,treatment,topp,patients,podg,TREATS
16172797,ab,8,chemotherapy,topp,patients,podg,TREATS
16266740,ti,1,grains,plnt,Cadmium,elii,LOCATION_OF
16266740,ab,1,grains,plnt,Cadmium,elii,LOCATION_OF
16266740,ab,2,grains,plnt,Cd,elii,LOCATION_OF
16266740,ab,2,grains,plnt,Cd,elii,LOCATION_OF
16266740,ab,3,rice,food,grains,food,ISA
16266740,ab,6,grains,plnt,Cd,elii,LOCATION_OF
16266740,ab,7,grains,plnt,Cd,elii,LOCATION_OF
16216070,ab,4,cb5r,aapp,rat,mamm,PART_OF
16216070,ab,4,cb5r,aapp,Escherichia coli,bact,INTERACTS_WITH
16216070,ab,10,cysteine,aapp,NADH,bacs,INTERACTS_WITH
16181881,ti,1,surgery,topp,atrial fibrillation,patf,TREATS
16181881,ab,1,lone atrial fibrillation,dsyn,patients,humn,PROCESS_OF
16181881,ab,1,surgery,topp,patients,podg,TREATS
16181881,ab,7,block,patf,pigs,mamm,PROCESS_OF
16181881,ab,9,AF,patf,pigs,mamm,PROCESS_OF
16877721,ti,1,endostatin,aapp,human,humn,PART_OF
16877721,ti,1,neuroendocrine tumors,neop,patients,humn,PROCESS_OF
16877721,ti,1,endostatin,phsu,patients,podg,TREATS
16877721,ab,1,Endostatin,aapp,collagen XVIII,aapp,ISA
16877721,ab,2,endostatin,aapp,human,humn,PART_OF
16877721,ab,2,endostatin,aapp,neuroendocrine tumors,neop,ASSOCIATED_WITH
16877721,ab,3,pancreatic,bpoc,neuroendocrine tumors,neop,LOCATION_OF
16877721,ab,4,carcinoid       tumors,neop,patients,humn,PROCESS_OF
16877721,ab,4,pancreatic endocrine tumors,neop,patients,humn,PROCESS_OF
16877721,ab,8,partial response,fndg,patients,humn,PROCESS_OF
16877721,ab,10,neuroendocrine tumors,neop,patients,humn,PROCESS_OF
16877721,ab,10,Treatment,topp,patients,podg,TREATS
16776793,ti,1,group,hcro,academic detailing,edac,LOCATION_OF
16776793,ti,1,medications,phsu,people,popg,TREATS
16776793,ab,1,group,hcro,academic detailing,edac,LOCATION_OF
16776793,ab,1,dispensing       potentially inappropriate medications,topp,people,popg,TREATS
16776793,ab,2,group,hcro,academic detailing,edac,LOCATION_OF
